#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 09 12 04 00 300  4.1  4.6    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 12 03 00 190  5.1  5.7    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 12 02 00 190  5.7  6.7    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 12 01 00 190  5.7  6.7    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 12 00 00 190  5.1  6.2    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 11 23 00 190  7.2  8.8    MM    MM    MM  MM     MM  15.0    MM    MM   MM   MM    MM
2024 09 11 22 00 190  8.8  9.8    MM    MM    MM  MM     MM  15.3    MM    MM   MM   MM    MM
2024 09 11 21 00 190  7.2  8.8    MM    MM    MM  MM     MM  15.1    MM    MM   MM   MM    MM
2024 09 11 20 00 190  6.2  7.2    MM    MM    MM  MM     MM  15.4    MM    MM   MM   MM    MM
2024 09 11 19 00 200  6.7  8.2    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 11 18 00 190  7.2  8.8    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 11 17 00 210  3.6  4.1    MM    MM    MM  MM     MM  15.0    MM    MM   MM   MM    MM
2024 09 11 16 00 180  7.7  9.3    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 11 15 00 190  7.7  8.8    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 11 14 00 200  7.2  8.2    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 11 13 00 200  5.7  6.7    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 11 12 00 190  6.7  7.7    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 11 11 00 190  8.2  9.8    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 11 10 00 190  5.1  6.2    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 11 09 00 120  2.6  3.1    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 11 08 00 180  4.1  4.6    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 11 07 00 160  2.6  3.6    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 11 06 00 170  3.1  4.1    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 11 05 00 200  2.1  2.6    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 11 04 00 180  2.6  3.1    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 11 03 00 140  1.5  2.1    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 11 02 00 200  2.1  2.1    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 11 01 00 210  1.0  1.0    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 11 00 00 330  0.5  1.0    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 10 23 00 290  2.1  2.6    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 10 22 00 290  2.6  3.1    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 10 21 00 310  3.6  4.1    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 10 20 00 310  3.6  4.1    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 10 19 00 330  4.1  4.6    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 10 18 00 330  4.6  5.7    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 10 17 00 350  1.0  1.5    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 10 16 00  MM  0.0  0.5    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 10 15 00  MM  0.0  0.5    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 10 14 00  MM  0.0  0.0    MM    MM    MM  MM     MM  11.3    MM    MM   MM   MM    MM
2024 09 10 13 00  20  1.0  1.0    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 10 12 00  MM  0.0  0.5    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 10 11 00 360  2.6  3.1    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 10 10 00 340  1.0  1.5    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 10 09 00 350  3.1  3.6    MM    MM    MM  MM     MM  12.7    MM    MM   MM   MM    MM
2024 09 10 08 00 360  3.6  4.6    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 10 07 00 350  5.1  5.7    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 10 06 00 360  5.1  5.7    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 10 05 00 350  5.1  6.7    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 10 04 00 350  6.7  7.7    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 10 03 00 350  7.2  8.8    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 10 02 00 350  8.2  9.8    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 10 01 00 350  7.7  8.2    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 10 00 00 340  9.3 10.3    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 09 23 00 350  9.8 10.8    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 09 22 00 350 10.3 11.8    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 09 21 00 340  9.8 11.3    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 09 20 00 350  9.8 10.8    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 09 19 00 350  7.7  8.8    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 09 18 00 340  4.6  5.7    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 09 17 00 340  2.6  3.1    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 09 16 00  50  2.6  3.1    MM    MM    MM  MM     MM  15.1    MM    MM   MM   MM    MM
2024 09 09 15 00  70  1.5  2.1    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 09 14 00  70  0.5  0.5    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 09 13 00  40  1.5  1.5    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 09 12 00  60  1.5  2.1    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 09 11 00  20  3.6  4.1    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 09 10 00  20  4.1  4.6    MM    MM    MM  MM     MM  15.2    MM    MM   MM   MM    MM
2024 09 09 09 00 360  4.1  5.1    MM    MM    MM  MM     MM  15.3    MM    MM   MM   MM    MM
2024 09 09 08 00 350  6.2  7.2    MM    MM    MM  MM     MM  15.4    MM    MM   MM   MM    MM
2024 09 09 07 00 360  6.2  6.7    MM    MM    MM  MM     MM  15.5    MM    MM   MM   MM    MM
2024 09 09 06 00 360  5.7  6.2    MM    MM    MM  MM     MM  15.4    MM    MM   MM   MM    MM
2024 09 09 05 00 360  5.1  6.2    MM    MM    MM  MM     MM  15.5    MM    MM   MM   MM    MM
2024 09 09 04 00 360  5.1  6.2    MM    MM    MM  MM     MM  15.3    MM    MM   MM   MM    MM
2024 09 09 03 00 360  5.7  6.2    MM    MM    MM  MM     MM  15.2    MM    MM   MM   MM    MM
2024 09 09 02 00 360  5.7  6.7    MM    MM    MM  MM     MM  15.5    MM    MM   MM   MM    MM
2024 09 09 01 00 360  5.1  6.2    MM    MM    MM  MM     MM  15.3    MM    MM   MM   MM    MM
2024 09 09 00 00 340  6.7  7.7    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 08 23 00 350  6.7  7.7    MM    MM    MM  MM     MM  15.4    MM    MM   MM   MM    MM
2024 09 08 22 00 340  7.7  8.2    MM    MM    MM  MM     MM  15.4    MM    MM   MM   MM    MM
2024 09 08 21 00 320  6.2  6.7    MM    MM    MM  MM     MM  15.2    MM    MM   MM   MM    MM
2024 09 08 20 00 340  4.1  4.6    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 08 19 00 330  4.6  5.1    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 08 18 00 330  4.1  4.6    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 08 17 00 340  3.6  4.1    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 08 16 00 340  2.1  2.6    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 08 15 00 360  2.1  2.6    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 08 14 00 360  2.6  2.6    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 08 13 00  MM  0.0  0.0    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 08 12 00  MM  0.0  0.0    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 08 11 00  MM  0.0  0.5    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 08 10 00  MM  0.0  0.0    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 08 09 00  MM  0.0  0.0    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 08 08 00  50  0.5  1.0    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 08 07 00  10  1.0  1.0    MM    MM    MM  MM     MM  15.0    MM    MM   MM   MM    MM
2024 09 08 06 00 340  0.5  1.0    MM    MM    MM  MM     MM  15.0    MM    MM   MM   MM    MM
2024 09 08 05 00  10  0.5  1.0    MM    MM    MM  MM     MM  15.2    MM    MM   MM   MM    MM
2024 09 08 04 00 340  1.0  1.0    MM    MM    MM  MM     MM  15.1    MM    MM   MM   MM    MM
2024 09 08 03 00 350  2.1  2.6    MM    MM    MM  MM     MM  15.4    MM    MM   MM   MM    MM
2024 09 08 02 00 310  2.1  2.6    MM    MM    MM  MM     MM  15.6    MM    MM   MM   MM    MM
2024 09 08 01 00 280  1.5  2.1    MM    MM    MM  MM     MM  15.6    MM    MM   MM   MM    MM
2024 09 08 00 00 300  1.0  1.0    MM    MM    MM  MM     MM  15.8    MM    MM   MM   MM    MM
2024 09 07 23 00 260  1.0  2.1    MM    MM    MM  MM     MM  16.5    MM    MM   MM   MM    MM
2024 09 07 22 00 300  1.0  1.5    MM    MM    MM  MM     MM  16.4    MM    MM   MM   MM    MM
2024 09 07 21 00 270  1.5  2.1    MM    MM    MM  MM     MM  15.7    MM    MM   MM   MM    MM
2024 09 07 20 00 260  2.1  2.6    MM    MM    MM  MM     MM  15.3    MM    MM   MM   MM    MM
2024 09 07 19 00 280  0.5  1.0    MM    MM    MM  MM     MM  15.2    MM    MM   MM   MM    MM
2024 09 07 18 00  MM  0.0  0.5    MM    MM    MM  MM     MM  15.2    MM    MM   MM   MM    MM
2024 09 07 17 00  MM  0.0  0.0    MM    MM    MM  MM     MM  15.0    MM    MM   MM   MM    MM
2024 09 07 16 00  MM  0.0  0.5    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 07 15 00  MM  0.0  0.0    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 07 14 00  MM  0.0  0.0    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 07 13 00 180  1.0  1.0    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 07 12 00 200  1.5  1.5    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 07 11 00 190  1.5  2.1    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 07 10 00 200  1.0  1.5    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 07 09 00  MM  0.0  0.0    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 07 08 00 350  1.5  2.1    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 07 07 00 350  1.5  2.1    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 07 06 00 270  2.1  2.1    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 07 05 00 270  1.5  2.1    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 07 04 00  MM  0.0  0.0    MM    MM    MM  MM     MM  15.1    MM    MM   MM   MM    MM
2024 09 07 03 00 240  1.0  1.5    MM    MM    MM  MM     MM  15.1    MM    MM   MM   MM    MM
2024 09 07 02 00 190  2.1  2.1    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 07 01 00 200  2.6  3.1    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 07 00 00 190  3.1  4.1    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 06 23 00 200  4.1  4.6    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 06 22 00 210  3.1  3.6    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 06 21 00 200  3.1  3.6    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 06 20 00 200  4.6  5.1    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 06 19 00 190  4.6  5.7    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 06 18 00 190  3.6  5.1    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 06 17 00 190  3.6  5.1    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 06 16 00 190  2.6  3.6    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 06 15 00 140  1.5  2.1    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 06 14 00  MM  0.0  1.0    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 06 13 00 130  0.5  0.5    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 06 12 00 130  1.0  1.0    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 06 11 00 170  0.5  1.0    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 06 10 00 160  1.5  2.1    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 06 09 00 200  2.1  2.6    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 06 08 00 210  1.0  1.0    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 06 07 00 180  2.1  2.1    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 06 06 00 180  3.1  3.6    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 06 05 00 190  2.1  2.6    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 06 04 00 200  1.5  2.1    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 06 03 00 210  3.6  4.1    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 06 02 00 190  5.1  6.2    MM    MM    MM  MM     MM  15.1    MM    MM   MM   MM    MM
2024 09 06 01 00 190  5.7  6.2    MM    MM    MM  MM     MM  15.6    MM    MM   MM   MM    MM
2024 09 06 00 00 190  3.6  4.6    MM    MM    MM  MM     MM  15.8    MM    MM   MM   MM    MM
2024 09 05 23 00 200  4.1  4.6    MM    MM    MM  MM     MM  16.0    MM    MM   MM   MM    MM
2024 09 05 22 00 190  3.6  4.6    MM    MM    MM  MM     MM  16.6    MM    MM   MM   MM    MM
2024 09 05 21 00 200  3.1  4.6    MM    MM    MM  MM     MM  17.0    MM    MM   MM   MM    MM
2024 09 05 20 00 210  4.6  5.1    MM    MM    MM  MM     MM  16.8    MM    MM   MM   MM    MM
2024 09 05 19 00 200  3.6  4.6    MM    MM    MM  MM     MM  17.1    MM    MM   MM   MM    MM
2024 09 05 18 00 200  2.6  3.1    MM    MM    MM  MM     MM  17.3    MM    MM   MM   MM    MM
2024 09 05 17 00 260  1.0  1.5    MM    MM    MM  MM     MM  16.7    MM    MM   MM   MM    MM
2024 09 05 16 00  50  1.5  1.5    MM    MM    MM  MM     MM  16.0    MM    MM   MM   MM    MM
2024 09 05 15 00  60  0.5  1.0    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 05 14 00 200  2.6  3.1    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 05 13 00 190  2.1  2.1    MM    MM    MM  MM     MM  15.3    MM    MM   MM   MM    MM
2024 09 05 12 00  MM  0.0  0.5    MM    MM    MM  MM     MM  15.0    MM    MM   MM   MM    MM
2024 09 05 11 00 190  4.6  5.1    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 05 10 00  30  1.5  2.1    MM    MM    MM  MM     MM  16.8    MM    MM   MM   MM    MM
2024 09 05 09 00  50  2.6  2.6    MM    MM    MM  MM     MM  15.3    MM    MM   MM   MM    MM
2024 09 05 08 00  50  1.5  2.1    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 05 07 00 340  1.5  1.5    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 05 06 00 330  1.0  1.5    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 05 05 00 360  1.5  1.5    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 05 04 00 350  4.1  4.6    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 05 03 00 350  5.7  6.7    MM    MM    MM  MM     MM  15.2    MM    MM   MM   MM    MM
2024 09 05 02 00 350  5.7  6.2    MM    MM    MM  MM     MM  16.1    MM    MM   MM   MM    MM
2024 09 05 01 00 350  8.8 10.3    MM    MM    MM  MM     MM  17.4    MM    MM   MM   MM    MM
2024 09 05 00 00 350  8.2  9.8    MM    MM    MM  MM     MM  17.2    MM    MM   MM   MM    MM
2024 09 04 23 00 350  8.2  9.8    MM    MM    MM  MM     MM  16.5    MM    MM   MM   MM    MM
2024 09 04 22 00 340  7.7  8.8    MM    MM    MM  MM     MM  15.0    MM    MM   MM   MM    MM
2024 09 04 21 00 350  9.3 10.8    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 04 20 00 350  8.2  9.8    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 04 19 00 340  7.7  9.3    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 04 18 00 350  7.7  8.8    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 04 17 00 350  5.7  6.7    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 04 16 00 360  5.1  5.7    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 04 15 00  20  1.0  1.5    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 04 14 00  50  2.1  2.6    MM    MM    MM  MM     MM  12.7    MM    MM   MM   MM    MM
2024 09 04 13 00  50  2.1  2.6    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 09 04 12 00 360  2.6  3.1    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 04 11 00  30  1.0  1.0    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 04 10 00  50  1.0  1.5    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 04 09 00  20  1.5  1.5    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 04 08 00 360  1.5  1.5    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 04 07 00 360  1.0  1.0    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 04 06 00 360  1.5  1.5    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 04 05 00 360  2.1  2.1    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 04 04 00 340  5.1  5.7    MM    MM    MM  MM     MM  15.3    MM    MM   MM   MM    MM
2024 09 04 03 00 360  9.3 10.3    MM    MM    MM  MM     MM  15.4    MM    MM   MM   MM    MM
2024 09 04 02 00 360 10.8 12.4    MM    MM    MM  MM     MM  15.5    MM    MM   MM   MM    MM
2024 09 04 01 00 350 10.3 11.3    MM    MM    MM  MM     MM  15.5    MM    MM   MM   MM    MM
2024 09 04 00 00 350 10.8 12.4    MM    MM    MM  MM     MM  15.5    MM    MM   MM   MM    MM
2024 09 03 23 00 340 10.3 11.8    MM    MM    MM  MM     MM  15.6    MM    MM   MM   MM    MM
2024 09 03 22 00 350 10.3 11.8    MM    MM    MM  MM     MM  15.8    MM    MM   MM   MM    MM
2024 09 03 21 00 350 10.3 11.8    MM    MM    MM  MM     MM  15.7    MM    MM   MM   MM    MM
2024 09 03 20 00 350  7.2  8.2    MM    MM    MM  MM     MM  15.6    MM    MM   MM   MM    MM
2024 09 03 19 00 340  6.2  6.7    MM    MM    MM  MM     MM  15.4    MM    MM   MM   MM    MM
2024 09 03 18 00 350  2.6  3.1    MM    MM    MM  MM     MM  15.4    MM    MM   MM   MM    MM
2024 09 03 17 00  50  2.1  3.1    MM    MM    MM  MM     MM  15.5    MM    MM   MM   MM    MM
2024 09 03 16 00  70  2.6  3.1    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 03 15 00  80  1.0  1.5    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 03 14 00  90  1.5  2.1    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 03 13 00  70  2.1  3.1    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 03 12 00  80  2.1  2.1    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 03 11 00  20  1.5  2.1    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 03 10 00  70  1.5  1.5    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 03 09 00 110  1.5  2.1    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 03 08 00 130  1.5  2.1    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 03 07 00 190  1.0  1.0    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 03 06 00  MM  0.0  0.5    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 03 05 00  MM  0.0  0.0    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 03 04 00 190  2.6  3.1    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 03 03 00 190  3.6  4.1    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 03 02 00 200  4.6  5.7    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 03 01 00 190  5.1  6.2    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 03 00 00 190  5.1  6.2    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 02 23 00 190  5.1  6.2    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 02 22 00 200  6.2  7.2    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 02 21 00 190  5.1  6.2    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 02 20 00 190  7.2  8.8    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 02 19 00 190  7.7  9.3    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 02 18 00 190  5.7  7.2    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 02 17 00 210  5.7  6.7    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 02 16 00 190  5.7  6.7    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 02 15 00 190  4.1  5.1    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 02 14 00 170  3.1  4.1    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 02 13 00 180  3.1  4.6    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 02 12 00 190  4.1  4.1    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 02 11 00 180  3.6  4.1    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 02 10 00 190  3.6  4.6    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 02 09 00 190  3.6  4.6    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 02 08 00 180  3.6  4.1    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 02 07 00 190  4.6  5.7    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 02 06 00 190  5.1  5.7    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 02 05 00 190  3.6  4.6    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 02 04 00 190  5.1  6.2    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 02 03 00 180  5.7  6.7    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 02 02 00 180  4.6  5.1    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 02 01 00 190  3.6  4.6    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 02 00 00 200  4.1  5.1    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 01 23 00 190  5.7  6.2    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 01 22 00 200  5.1  6.7    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 01 21 00 200  5.7  6.7    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 01 20 00 200  4.6  5.7    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 01 19 00 200  5.1  6.2    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 01 18 00 190  4.6  5.7    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
