#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2024 03 03 15 00  96  1.4  2.6 99.00 99.00 99.00 999 9999.0   2.9 999.0 999.0 99.0 99.00
2024 03 03 16 00 152  4.7  6.5 99.00 99.00 99.00 999 9999.0   3.0 999.0 999.0 99.0 99.00
2024 03 03 17 00 145  3.3  4.0 99.00 99.00 99.00 999 9999.0   2.8 999.0 999.0 99.0 99.00
2024 03 03 18 00 168  4.8  6.4 99.00 99.00 99.00 999 9999.0   3.6 999.0 999.0 99.0 99.00
2024 03 03 19 00 136  3.3  4.4 99.00 99.00 99.00 999 9999.0   3.2 999.0 999.0 99.0 99.00
2024 03 03 20 00 178  7.2  9.8 99.00 99.00 99.00 999 9999.0   4.9 999.0 999.0 99.0 99.00
2024 03 03 21 00 221  8.1 10.2 99.00 99.00 99.00 999 9999.0   5.1 999.0 999.0 99.0 99.00
2024 03 03 22 00 171  0.6  1.0 99.00 99.00 99.00 999 9999.0   5.2 999.0 999.0 99.0 99.00
2024 03 03 23 00 331  2.0  2.8 99.00 99.00 99.00 999 9999.0   6.0 999.0 999.0 99.0 99.00
2024 03 04 00 00 292  9.8 11.7 99.00 99.00 99.00 999 9999.0   6.5 999.0 999.0 99.0 99.00
2024 03 04 01 00 277  5.3  6.0 99.00 99.00 99.00 999 9999.0   7.3 999.0 999.0 99.0 99.00
2024 03 04 02 00 227  5.8  6.9 99.00 99.00 99.00 999 9999.0   5.9 999.0 999.0 99.0 99.00
2024 03 04 03 00 273  4.8  5.5 99.00 99.00 99.00 999 9999.0   6.9 999.0 999.0 99.0 99.00
2024 03 04 04 00 120  0.5  0.8 99.00 99.00 99.00 999 9999.0   4.9 999.0 999.0 99.0 99.00
2024 03 04 05 00  95  2.0  3.0 99.00 99.00 99.00 999 9999.0   3.6 999.0 999.0 99.0 99.00
2024 03 04 06 00 259  6.8  7.9 99.00 99.00 99.00 999 9999.0   7.3 999.0 999.0 99.0 99.00
2024 03 04 07 00 268  6.9  7.9 99.00 99.00 99.00 999 9999.0   7.5 999.0 999.0 99.0 99.00
2024 03 04 08 00 264  6.6  7.2 99.00 99.00 99.00 999 9999.0   7.3 999.0 999.0 99.0 99.00
2024 03 04 09 00 291  7.2  8.3 99.00 99.00 99.00 999 9999.0   7.5 999.0 999.0 99.0 99.00
2024 03 04 10 00 294  5.8  7.2 99.00 99.00 99.00 999 9999.0   7.5 999.0 999.0 99.0 99.00
2024 03 04 11 00 297  6.9  8.0 99.00 99.00 99.00 999 9999.0   7.1 999.0 999.0 99.0 99.00
2024 03 04 12 00  80  2.3  2.9 99.00 99.00 99.00 999 9999.0   3.3 999.0 999.0 99.0 99.00
2024 03 04 13 00 115  2.6  3.4 99.00 99.00 99.00 999 9999.0   3.0 999.0 999.0 99.0 99.00
2024 03 04 14 00  89  2.0  2.8 99.00 99.00 99.00 999 9999.0   2.3 999.0 999.0 99.0 99.00
2024 03 04 15 00  95  2.8  3.5 99.00 99.00 99.00 999 9999.0   2.1 999.0 999.0 99.0 99.00
2024 03 04 16 00 105  3.2  4.3 99.00 99.00 99.00 999 9999.0   2.2 999.0 999.0 99.0 99.00
2024 03 04 17 00  87  3.9  5.1 99.00 99.00 99.00 999 9999.0   2.4 999.0 999.0 99.0 99.00
2024 03 04 18 00  91  2.3  2.9 99.00 99.00 99.00 999 9999.0   2.5 999.0 999.0 99.0 99.00
2024 03 04 19 00 121  3.1  4.2 99.00 99.00 99.00 999 9999.0   2.4 999.0 999.0 99.0 99.00
2024 03 04 20 00  92  2.6  3.4 99.00 99.00 99.00 999 9999.0   2.2 999.0 999.0 99.0 99.00
2024 03 04 21 00  80  4.1  5.1 99.00 99.00 99.00 999 9999.0   2.3 999.0 999.0 99.0 99.00
2024 03 04 22 00 127  4.1  5.2 99.00 99.00 99.00 999 9999.0   2.4 999.0 999.0 99.0 99.00
2024 03 04 23 00 128  3.1  3.8 99.00 99.00 99.00 999 9999.0   2.6 999.0 999.0 99.0 99.00
2024 03 05 00 00  50  2.5  3.4 99.00 99.00 99.00 999 9999.0   2.7 999.0 999.0 99.0 99.00
2024 03 05 01 00 110  2.7  3.4 99.00 99.00 99.00 999 9999.0   3.2 999.0 999.0 99.0 99.00
2024 03 05 02 00  91  3.2  4.2 99.00 99.00 99.00 999 9999.0   2.9 999.0 999.0 99.0 99.00
2024 03 05 03 00  94  4.0  4.8 99.00 99.00 99.00 999 9999.0   2.6 999.0 999.0 99.0 99.00
2024 03 05 04 00  92  2.0  2.7 99.00 99.00 99.00 999 9999.0   2.2 999.0 999.0 99.0 99.00
2024 03 05 05 00  87  2.7  3.3 99.00 99.00 99.00 999 9999.0   1.9 999.0 999.0 99.0 99.00
2024 03 05 06 00  86  3.2  4.0 99.00 99.00 99.00 999 9999.0   1.9 999.0 999.0 99.0 99.00
2024 03 05 07 00  91  2.7  3.7 99.00 99.00 99.00 999 9999.0   1.9 999.0 999.0 99.0 99.00
2024 03 05 08 00  83  3.6  4.9 99.00 99.00 99.00 999 9999.0   1.6 999.0 999.0 99.0 99.00
2024 03 05 09 00  86  2.1  3.0 99.00 99.00 99.00 999 9999.0   1.3 999.0 999.0 99.0 99.00
2024 03 05 10 00  99  2.1  2.7 99.00 99.00 99.00 999 9999.0   1.2 999.0 999.0 99.0 99.00
2024 03 05 11 00  86  2.0  2.6 99.00 99.00 99.00 999 9999.0   0.9 999.0 999.0 99.0 99.00
2024 03 05 12 00  61  2.7  2.9 99.00 99.00 99.00 999 9999.0   0.7 999.0 999.0 99.0 99.00
2024 03 05 13 00  76  2.5  3.0 99.00 99.00 99.00 999 9999.0   0.6 999.0 999.0 99.0 99.00
2024 03 05 14 00  77  2.0  2.4 99.00 99.00 99.00 999 9999.0   0.3 999.0 999.0 99.0 99.00
2024 03 05 15 00  68  2.5  3.2 99.00 99.00 99.00 999 9999.0   0.2 999.0 999.0 99.0 99.00
2024 03 05 16 00  72  3.1  3.8 99.00 99.00 99.00 999 9999.0   1.0 999.0 999.0 99.0 99.00
2024 03 05 17 00  81  4.1  4.8 99.00 99.00 99.00 999 9999.0   1.9 999.0 999.0 99.0 99.00
2024 03 05 18 00  58  3.9  4.7 99.00 99.00 99.00 999 9999.0   3.1 999.0 999.0 99.0 99.00
2024 03 05 19 00  60  3.7  4.7 99.00 99.00 99.00 999 9999.0   4.8 999.0 999.0 99.0 99.00
2024 03 05 20 00  92  2.4  3.3 99.00 99.00 99.00 999 9999.0   6.2 999.0 999.0 99.0 99.00
2024 03 05 21 00 334  3.6  4.3 99.00 99.00 99.00 999 9999.0   6.0 999.0 999.0 99.0 99.00
2024 03 05 22 00 340  7.1  8.0 99.00 99.00 99.00 999 9999.0   6.4 999.0 999.0 99.0 99.00
2024 03 05 23 00 343  7.5  8.6 99.00 99.00 99.00 999 9999.0   6.6 999.0 999.0 99.0 99.00
2024 03 06 00 00 344  6.9  7.6 99.00 99.00 99.00 999 9999.0   6.8 999.0 999.0 99.0 99.00
2024 03 06 01 00 352  7.2  8.2 99.00 99.00 99.00 999 9999.0   6.7 999.0 999.0 99.0 99.00
2024 03 06 02 00  13  4.1  4.9 99.00 99.00 99.00 999 9999.0   6.7 999.0 999.0 99.0 99.00
2024 03 06 03 00  14  4.0  5.4 99.00 99.00 99.00 999 9999.0   6.0 999.0 999.0 99.0 99.00
2024 03 06 04 00  67  2.9  3.2 99.00 99.00 99.00 999 9999.0   4.6 999.0 999.0 99.0 99.00
2024 03 06 05 00  95  2.2  2.5 99.00 99.00 99.00 999 9999.0   3.7 999.0 999.0 99.0 99.00
2024 03 06 06 00  37  0.3  0.7 99.00 99.00 99.00 999 9999.0   2.6 999.0 999.0 99.0 99.00
2024 03 06 07 00  79  2.2  3.0 99.00 99.00 99.00 999 9999.0   2.0 999.0 999.0 99.0 99.00
2024 03 06 08 00  73  2.3  2.7 99.00 99.00 99.00 999 9999.0   1.4 999.0 999.0 99.0 99.00
2024 03 06 09 00  93  3.0  3.7 99.00 99.00 99.00 999 9999.0   0.8 999.0 999.0 99.0 99.00
2024 03 06 10 00  84  2.9  3.6 99.00 99.00 99.00 999 9999.0   0.2 999.0 999.0 99.0 99.00
2024 03 06 11 00  78  2.9  3.8 99.00 99.00 99.00 999 9999.0   0.2 999.0 999.0 99.0 99.00
2024 03 06 12 00 101  2.6  3.1 99.00 99.00 99.00 999 9999.0   0.0 999.0 999.0 99.0 99.00
2024 03 06 13 00  79  3.1  3.8 99.00 99.00 99.00 999 9999.0   0.0 999.0 999.0 99.0 99.00
2024 03 06 14 00  90  2.7  3.3 99.00 99.00 99.00 999 9999.0  -0.2 999.0 999.0 99.0 99.00
2024 03 06 15 00  81  2.7  3.4 99.00 99.00 99.00 999 9999.0  -0.1 999.0 999.0 99.0 99.00
2024 03 06 16 00  74  2.2  2.9 99.00 99.00 99.00 999 9999.0   0.6 999.0 999.0 99.0 99.00
2024 03 06 17 00  83  2.2  2.8 99.00 99.00 99.00 999 9999.0   2.4 999.0 999.0 99.0 99.00
2024 03 06 18 00  41  2.4  2.9 99.00 99.00 99.00 999 9999.0   4.0 999.0 999.0 99.0 99.00
2024 03 06 19 00  37  0.7  1.0 99.00 99.00 99.00 999 9999.0   6.4 999.0 999.0 99.0 99.00
2024 03 06 20 00 289  1.8  2.4 99.00 99.00 99.00 999 9999.0   6.5 999.0 999.0 99.0 99.00
2024 03 06 21 00 329  3.5  4.2 99.00 99.00 99.00 999 9999.0   6.9 999.0 999.0 99.0 99.00
2024 03 06 22 00 338  6.1  7.4 99.00 99.00 99.00 999 9999.0   7.2 999.0 999.0 99.0 99.00
2024 03 06 23 00 341  7.6  8.9 99.00 99.00 99.00 999 9999.0   7.4 999.0 999.0 99.0 99.00
2024 03 07 00 00 344  8.6 10.1 99.00 99.00 99.00 999 9999.0   7.6 999.0 999.0 99.0 99.00
2024 03 07 01 00 356  8.4  9.4 99.00 99.00 99.00 999 9999.0   7.4 999.0 999.0 99.0 99.00
2024 03 07 02 00 354  8.0  9.0 99.00 99.00 99.00 999 9999.0   7.4 999.0 999.0 99.0 99.00
2024 03 07 03 00   5  5.8  6.8 99.00 99.00 99.00 999 9999.0   6.7 999.0 999.0 99.0 99.00
2024 03 07 04 00  27  3.5  4.2 99.00 99.00 99.00 999 9999.0   6.3 999.0 999.0 99.0 99.00
2024 03 07 05 00  84  1.2  1.4 99.00 99.00 99.00 999 9999.0   5.0 999.0 999.0 99.0 99.00
2024 03 07 06 00  95  1.1  1.7 99.00 99.00 99.00 999 9999.0   3.8 999.0 999.0 99.0 99.00
2024 03 07 07 00  91  2.8  3.2 99.00 99.00 99.00 999 9999.0   2.6 999.0 999.0 99.0 99.00
2024 03 07 08 00  76  2.8  3.6 99.00 99.00 99.00 999 9999.0   2.1 999.0 999.0 99.0 99.00
2024 03 07 09 00  65  2.7  3.1 99.00 99.00 99.00 999 9999.0   1.9 999.0 999.0 99.0 99.00
2024 03 07 10 00  77  3.2  3.9 99.00 99.00 99.00 999 9999.0   1.7 999.0 999.0 99.0 99.00
2024 03 07 11 00  74  2.8  3.8 99.00 99.00 99.00 999 9999.0   1.4 999.0 999.0 99.0 99.00
2024 03 07 12 00  71  2.9  3.4 99.00 99.00 99.00 999 9999.0   1.3 999.0 999.0 99.0 99.00
2024 03 07 13 00  71  2.6  2.8 99.00 99.00 99.00 999 9999.0   0.7 999.0 999.0 99.0 99.00
2024 03 07 14 00  76  2.0  2.8 99.00 99.00 99.00 999 9999.0   0.5 999.0 999.0 99.0 99.00
2024 03 07 15 00  78  2.7  3.3 99.00 99.00 99.00 999 9999.0   0.7 999.0 999.0 99.0 99.00
2024 03 07 16 00  87  3.9  5.5 99.00 99.00 99.00 999 9999.0   1.4 999.0 999.0 99.0 99.00
2024 03 07 17 00  75  3.9  4.6 99.00 99.00 99.00 999 9999.0   3.4 999.0 999.0 99.0 99.00
2024 03 07 18 00  71  3.1  3.6 99.00 99.00 99.00 999 9999.0   5.8 999.0 999.0 99.0 99.00
2024 03 07 19 00 284  1.5  2.1 99.00 99.00 99.00 999 9999.0   7.0 999.0 999.0 99.0 99.00
2024 03 07 20 00 273  1.8  2.2 99.00 99.00 99.00 999 9999.0   7.7 999.0 999.0 99.0 99.00
2024 03 07 21 00 259  2.8  3.3 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 03 07 22 00 255  4.0  4.8 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 03 07 23 00 281  2.6  3.2 99.00 99.00 99.00 999 9999.0   8.8 999.0 999.0 99.0 99.00
2024 03 08 00 00 285  1.5  2.0 99.00 99.00 99.00 999 9999.0   9.0 999.0 999.0 99.0 99.00
2024 03 08 01 00 290  1.2  1.4 99.00 99.00 99.00 999 9999.0   8.8 999.0 999.0 99.0 99.00
2024 03 08 02 00 290  0.8  1.1 99.00 99.00 99.00 999 9999.0   8.3 999.0 999.0 99.0 99.00
2024 03 08 03 00  85  1.9  2.7 99.00 99.00 99.00 999 9999.0   7.3 999.0 999.0 99.0 99.00
2024 03 08 04 00  88  2.3  2.4 99.00 99.00 99.00 999 9999.0   5.6 999.0 999.0 99.0 99.00
2024 03 08 05 00  84  3.2  4.1 99.00 99.00 99.00 999 9999.0   4.8 999.0 999.0 99.0 99.00
2024 03 08 06 00  93  3.1  3.9 99.00 99.00 99.00 999 9999.0   4.4 999.0 999.0 99.0 99.00
2024 03 08 07 00 100  3.1  3.9 99.00 99.00 99.00 999 9999.0   4.4 999.0 999.0 99.0 99.00
2024 03 08 08 00 103  3.9  5.8 99.00 99.00 99.00 999 9999.0   4.3 999.0 999.0 99.0 99.00
2024 03 08 09 00  90  3.8  4.7 99.00 99.00 99.00 999 9999.0   4.0 999.0 999.0 99.0 99.00
2024 03 08 10 00  88  5.3  6.9 99.00 99.00 99.00 999 9999.0   4.3 999.0 999.0 99.0 99.00
2024 03 08 11 00  96  4.3  5.5 99.00 99.00 99.00 999 9999.0   4.5 999.0 999.0 99.0 99.00
2024 03 08 12 00  91  4.8  5.9 99.00 99.00 99.00 999 9999.0   4.6 999.0 999.0 99.0 99.00
2024 03 08 13 00  88  4.6  5.6 99.00 99.00 99.00 999 9999.0   4.9 999.0 999.0 99.0 99.00
2024 03 08 14 00  85  4.8  5.8 99.00 99.00 99.00 999 9999.0   4.9 999.0 999.0 99.0 99.00
2024 03 08 15 00  89  3.2  4.4 99.00 99.00 99.00 999 9999.0   4.7 999.0 999.0 99.0 99.00
2024 03 08 16 00  84  4.5  5.6 99.00 99.00 99.00 999 9999.0   5.1 999.0 999.0 99.0 99.00
2024 03 08 17 00  87  4.1  6.0 99.00 99.00 99.00 999 9999.0   6.8 999.0 999.0 99.0 99.00
2024 03 08 18 00  93  3.1  3.9 99.00 99.00 99.00 999 9999.0   8.9 999.0 999.0 99.0 99.00
2024 03 08 19 00  62  2.5  3.3 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2024 03 08 20 00 269  1.8  2.6 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 03 08 21 00 214  5.0  5.9 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2024 03 08 22 00 210  5.0  5.9 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 03 08 23 00 199  4.5  5.1 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2024 03 09 00 00 194  6.6  7.6 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 03 09 01 00 193  4.9  6.3 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 03 09 02 00 193  6.7  7.8 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 03 09 03 00 192  7.8  9.2 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 03 09 04 00 172  4.8  6.4 99.00 99.00 99.00 999 9999.0   9.1 999.0 999.0 99.0 99.00
2024 03 09 05 00 109  1.4  1.7 99.00 99.00 99.00 999 9999.0   8.2 999.0 999.0 99.0 99.00
2024 03 09 06 00 170  6.3  7.9 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 03 09 07 00 161  5.9  7.7 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 03 09 08 00 162  4.7  7.5 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 03 09 09 00 116  4.0  5.6 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 03 09 10 00 161  3.9  4.9 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 03 09 11 00 166  5.5  7.7 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 03 09 12 00 181 14.5 17.0 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 03 09 13 00 163  6.0  7.1 99.00 99.00 99.00 999 9999.0   8.4 999.0 999.0 99.0 99.00
2024 03 09 14 00 178 10.3 12.8 99.00 99.00 99.00 999 9999.0   8.2 999.0 999.0 99.0 99.00
2024 03 09 15 00 171  7.4 10.0 99.00 99.00 99.00 999 9999.0   7.5 999.0 999.0 99.0 99.00
2024 03 09 16 00 165  5.7  7.2 99.00 99.00 99.00 999 9999.0   7.6 999.0 999.0 99.0 99.00
2024 03 09 17 00 201 10.6 13.1 99.00 99.00 99.00 999 9999.0   7.4 999.0 999.0 99.0 99.00
2024 03 09 18 00 198 11.1 13.3 99.00 99.00 99.00 999 9999.0   9.3 999.0 999.0 99.0 99.00
2024 03 09 19 00 203 11.9 14.0 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 03 09 20 00 209 13.5 16.7 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 03 09 21 00 206 14.1 16.0 99.00 99.00 99.00 999 9999.0   9.4 999.0 999.0 99.0 99.00
2024 03 09 22 00 206 14.7 17.5 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 03 09 23 00 200 14.6 17.8 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 03 10 00 00 192 13.8 17.2 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 03 10 01 00 187 16.6 19.6 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 03 10 02 00 188 16.2 19.3 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 03 10 03 00 179 10.0 12.5 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 03 10 04 00 163  9.9 12.7 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 03 10 05 00 157  8.5 13.3 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 03 10 06 00 179 16.6 21.3 99.00 99.00 99.00 999 9999.0   9.1 999.0 999.0 99.0 99.00
2024 03 10 07 00 171 16.1 20.1 99.00 99.00 99.00 999 9999.0   9.0 999.0 999.0 99.0 99.00
2024 03 10 08 00 164 10.5 14.8 99.00 99.00 99.00 999 9999.0   8.6 999.0 999.0 99.0 99.00
2024 03 10 09 00 171  6.3  7.9 99.00 99.00 99.00 999 9999.0   7.4 999.0 999.0 99.0 99.00
2024 03 10 10 00 203  9.0 10.1 99.00 99.00 99.00 999 9999.0   7.2 999.0 999.0 99.0 99.00
2024 03 10 11 00 189  9.0 10.7 99.00 99.00 99.00 999 9999.0   7.5 999.0 999.0 99.0 99.00
2024 03 10 12 00 154  6.9  8.5 99.00 99.00 99.00 999 9999.0   5.5 999.0 999.0 99.0 99.00
2024 03 10 13 00 160  5.7  6.7 99.00 99.00 99.00 999 9999.0   4.7 999.0 999.0 99.0 99.00
2024 03 10 14 00 146  5.0  6.7 99.00 99.00 99.00 999 9999.0   4.5 999.0 999.0 99.0 99.00
2024 03 10 15 00 143  6.7  9.0 99.00 99.00 99.00 999 9999.0   4.7 999.0 999.0 99.0 99.00
2024 03 10 16 00 136  6.4  8.7 99.00 99.00 99.00 999 9999.0   5.3 999.0 999.0 99.0 99.00
2024 03 10 17 00 164  6.9  9.4 99.00 99.00 99.00 999 9999.0   6.4 999.0 999.0 99.0 99.00
2024 03 10 18 00 159  6.7  8.9 99.00 99.00 99.00 999 9999.0   7.1 999.0 999.0 99.0 99.00
2024 03 10 19 00 180 10.2 12.9 99.00 99.00 99.00 999 9999.0   8.3 999.0 999.0 99.0 99.00
2024 03 10 20 00 192 15.6 20.6 99.00 99.00 99.00 999 9999.0   9.1 999.0 999.0 99.0 99.00
2024 03 10 21 00 208 13.2 16.3 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 03 10 22 00 213 12.9 14.5 99.00 99.00 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2024 03 10 23 00 219 13.6 16.5 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 03 11 00 00 226  7.3  8.6 99.00 99.00 99.00 999 9999.0   9.6 999.0 999.0 99.0 99.00
2024 03 11 01 00 231  7.8  9.0 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 03 11 02 00 239  7.3  8.6 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2024 03 11 03 00 237  6.3  7.7 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2024 03 11 04 00 251  6.2  7.7 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 03 11 05 00 241  4.7  6.0 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 03 11 06 00 250  5.5  6.5 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2024 03 11 07 00 221  4.0  4.6 99.00 99.00 99.00 999 9999.0   9.6 999.0 999.0 99.0 99.00
2024 03 11 08 00 153  2.7  3.4 99.00 99.00 99.00 999 9999.0   8.0 999.0 999.0 99.0 99.00
2024 03 11 09 00 111  0.7  0.9 99.00 99.00 99.00 999 9999.0   7.1 999.0 999.0 99.0 99.00
2024 03 11 10 00 131  1.2  1.6 99.00 99.00 99.00 999 9999.0   6.9 999.0 999.0 99.0 99.00
2024 03 11 11 00 136  2.4  3.4 99.00 99.00 99.00 999 9999.0   6.8 999.0 999.0 99.0 99.00
2024 03 11 12 00 143  2.0  2.5 99.00 99.00 99.00 999 9999.0   6.6 999.0 999.0 99.0 99.00
2024 03 11 13 00 127  2.6  3.3 99.00 99.00 99.00 999 9999.0   6.5 999.0 999.0 99.0 99.00
2024 03 11 14 00 121  2.8  3.3 99.00 99.00 99.00 999 9999.0   6.3 999.0 999.0 99.0 99.00
2024 03 11 15 00 131  3.2  4.6 99.00 99.00 99.00 999 9999.0   6.6 999.0 999.0 99.0 99.00
2024 03 11 16 00 130  2.2  2.7 99.00 99.00 99.00 999 9999.0   7.1 999.0 999.0 99.0 99.00
2024 03 11 17 00 137  3.7  5.3 99.00 99.00 99.00 999 9999.0   7.9 999.0 999.0 99.0 99.00
2024 03 11 18 00 158  3.9  5.7 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 03 11 19 00 173 10.8 13.3 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 03 11 20 00 173  8.5 11.1 99.00 99.00 99.00 999 9999.0   8.3 999.0 999.0 99.0 99.00
2024 03 11 21 00 187 12.2 18.1 99.00 99.00 99.00 999 9999.0   8.2 999.0 999.0 99.0 99.00
2024 03 11 22 00 167 12.1 16.4 99.00 99.00 99.00 999 9999.0   7.9 999.0 999.0 99.0 99.00
2024 03 11 23 00 162  7.4  9.6 99.00 99.00 99.00 999 9999.0   7.5 999.0 999.0 99.0 99.00
2024 03 12 00 00 178 14.6 17.1 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 03 12 01 00 187 18.1 21.8 99.00 99.00 99.00 999 9999.0   9.2 999.0 999.0 99.0 99.00
2024 03 12 02 00 194 15.5 18.8 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 03 12 03 00 189 11.3 13.0 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 03 12 04 00 190 13.0 16.1 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 03 12 05 00 191 11.6 14.0 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2024 03 12 06 00 211  9.8 11.6 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 03 12 07 00 206 10.0 11.3 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 03 12 08 00 216 11.9 13.7 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 03 12 09 00 229 10.5 12.5 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 03 12 10 00 227  9.3 10.8 99.00 99.00 99.00 999 9999.0   9.4 999.0 999.0 99.0 99.00
2024 03 12 11 00 237  9.5 13.0 99.00 99.00 99.00 999 9999.0   9.3 999.0 999.0 99.0 99.00
2024 03 12 12 00 245  8.9 11.2 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2024 03 12 13 00 257  8.6 10.8 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 03 12 14 00 250  7.8  9.3 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 03 12 15 00 270 10.5 11.4 99.00 99.00 99.00 999 9999.0   9.4 999.0 999.0 99.0 99.00
2024 03 12 16 00 255  6.9  8.0 99.00 99.00 99.00 999 9999.0   9.2 999.0 999.0 99.0 99.00
2024 03 12 17 00 255  9.0 10.1 99.00 99.00 99.00 999 9999.0   9.2 999.0 999.0 99.0 99.00
2024 03 12 18 00 261  8.5  9.6 99.00 99.00 99.00 999 9999.0   9.1 999.0 999.0 99.0 99.00
2024 03 12 19 00 293  7.6  9.1 99.00 99.00 99.00 999 9999.0   9.3 999.0 999.0 99.0 99.00
2024 03 12 20 00 258  8.6  9.8 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 03 12 21 00 257  7.5  9.2 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 03 12 22 00 268  8.1  9.2 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 03 12 23 00 261  6.8  8.2 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 03 13 00 00 258  3.0  3.9 99.00 99.00 99.00 999 9999.0   9.0 999.0 999.0 99.0 99.00
2024 03 13 01 00 261  5.9  6.5 99.00 99.00 99.00 999 9999.0   9.3 999.0 999.0 99.0 99.00
2024 03 13 02 00 267  4.8  5.7 99.00 99.00 99.00 999 9999.0   9.1 999.0 999.0 99.0 99.00
2024 03 13 03 00 272  6.0  6.8 99.00 99.00 99.00 999 9999.0   9.2 999.0 999.0 99.0 99.00
2024 03 13 04 00 269  4.2  4.6 99.00 99.00 99.00 999 9999.0   9.0 999.0 999.0 99.0 99.00
2024 03 13 05 00 254  3.8  4.7 99.00 99.00 99.00 999 9999.0   9.2 999.0 999.0 99.0 99.00
