#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2024 04 18 22 00 341  9.7 11.6 99.00 99.00 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2024 04 18 23 00 347 11.5 12.8 99.00 99.00 99.00 999 9999.0  12.8 999.0 999.0 99.0 99.00
2024 04 19 00 00 353 12.2 13.6 99.00 99.00 99.00 999 9999.0  12.8 999.0 999.0 99.0 99.00
2024 04 19 01 00 349 12.4 13.2 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 04 19 02 00 350 11.8 13.2 99.00 99.00 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2024 04 19 03 00 351  9.2 10.0 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 04 19 04 00 358  5.0  5.8 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 04 19 05 00 356  1.8  2.1 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 19 06 00  45  2.0  2.2 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 19 07 00  57  3.0  3.2 99.00 99.00 99.00 999 9999.0   9.1 999.0 999.0 99.0 99.00
2024 04 19 08 00  52  2.7  3.0 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 04 19 09 00  56  2.0  2.2 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 04 19 10 00  72  4.3  4.8 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 04 19 11 00  75  5.1  5.8 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 04 19 12 00  78  5.6  6.5 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 04 19 13 00  83  5.4  6.6 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 19 14 00  79  3.6  5.0 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 19 15 00  80  3.9  5.6 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 04 19 16 00  72  3.8  4.6 99.00 99.00 99.00 999 9999.0  13.2 999.0 999.0 99.0 99.00
2024 04 19 17 00 351  2.7  3.4 99.00 99.00 99.00 999 9999.0  12.4 999.0 999.0 99.0 99.00
2024 04 19 18 00 334  3.0  3.7 99.00 99.00 99.00 999 9999.0  13.4 999.0 999.0 99.0 99.00
2024 04 19 19 00 344  5.4  6.1 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 04 19 20 00 347  4.8  5.3 99.00 99.00 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2024 04 19 21 00 345  6.1  6.8 99.00 99.00 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2024 04 19 22 00 346  6.5  7.4 99.00 99.00 99.00 999 9999.0  12.7 999.0 999.0 99.0 99.00
2024 04 19 23 00 348  6.6  7.4 99.00 99.00 99.00 999 9999.0  12.8 999.0 999.0 99.0 99.00
2024 04 20 00 00 347  6.5  7.3 99.00 99.00 99.00 999 9999.0  12.9 999.0 999.0 99.0 99.00
2024 04 20 01 00 341  5.9  7.2 99.00 99.00 99.00 999 9999.0  12.6 999.0 999.0 99.0 99.00
2024 04 20 02 00 334  4.4  5.0 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 04 20 03 00 334  3.5  3.9 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 04 20 04 00 188  1.4  1.5 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 04 20 05 00  83  1.8  1.9 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 04 20 06 00 157  1.9  2.0 99.00 99.00 99.00 999 9999.0   9.6 999.0 999.0 99.0 99.00
2024 04 20 07 00 138  1.4  1.6 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 04 20 08 00 139  1.4  2.1 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 20 09 00 174  3.6  3.9 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 20 10 00 169  3.0  4.0 99.00 99.00 99.00 999 9999.0   9.3 999.0 999.0 99.0 99.00
2024 04 20 11 00  88  3.1  3.3 99.00 99.00 99.00 999 9999.0   8.4 999.0 999.0 99.0 99.00
2024 04 20 12 00  93  2.3  2.6 99.00 99.00 99.00 999 9999.0   7.9 999.0 999.0 99.0 99.00
2024 04 20 13 00  82  2.2  2.6 99.00 99.00 99.00 999 9999.0   7.4 999.0 999.0 99.0 99.00
2024 04 20 14 00  70  2.6  2.9 99.00 99.00 99.00 999 9999.0   7.3 999.0 999.0 99.0 99.00
2024 04 20 15 00  76  3.0  3.6 99.00 99.00 99.00 999 9999.0   9.3 999.0 999.0 99.0 99.00
2024 04 20 16 00  76  2.2  2.5 99.00 99.00 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2024 04 20 17 00 202  6.7  7.9 99.00 99.00 99.00 999 9999.0  12.9 999.0 999.0 99.0 99.00
2024 04 20 18 00 191  9.7 11.5 99.00 99.00 99.00 999 9999.0  12.7 999.0 999.0 99.0 99.00
2024 04 20 19 00 188  9.5 10.9 99.00 99.00 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2024 04 20 20 00 193  7.5  9.0 99.00 99.00 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2024 04 20 21 00 197  6.3  7.4 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 04 20 22 00 269  5.3  6.4 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 04 20 23 00 273  3.0  3.8 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 04 21 00 00 281  2.6  3.6 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 04 21 01 00 270  3.1  3.5 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 04 21 02 00 266  4.7  5.5 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 04 21 03 00 288  4.1  5.5 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 04 21 04 00 287  3.5  4.3 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 21 05 00 235  1.2  1.4 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 21 06 00 160  1.1  1.4 99.00 99.00 99.00 999 9999.0   8.8 999.0 999.0 99.0 99.00
2024 04 21 07 00  88  1.4  1.9 99.00 99.00 99.00 999 9999.0   7.7 999.0 999.0 99.0 99.00
2024 04 21 08 00  68  1.9  2.1 99.00 99.00 99.00 999 9999.0   7.1 999.0 999.0 99.0 99.00
2024 04 21 09 00  63  1.5  1.6 99.00 99.00 99.00 999 9999.0   6.7 999.0 999.0 99.0 99.00
2024 04 21 10 00  91  2.2  2.6 99.00 99.00 99.00 999 9999.0   5.9 999.0 999.0 99.0 99.00
2024 04 21 11 00 100  2.4  3.0 99.00 99.00 99.00 999 9999.0   5.6 999.0 999.0 99.0 99.00
2024 04 21 12 00  69  3.2  3.9 99.00 99.00 99.00 999 9999.0   5.1 999.0 999.0 99.0 99.00
2024 04 21 13 00  71  2.4  3.3 99.00 99.00 99.00 999 9999.0   4.8 999.0 999.0 99.0 99.00
2024 04 21 14 00  65  2.9  3.7 99.00 99.00 99.00 999 9999.0   4.9 999.0 999.0 99.0 99.00
2024 04 21 15 00  65  3.2  4.4 99.00 99.00 99.00 999 9999.0   5.6 999.0 999.0 99.0 99.00
2024 04 21 16 00  72  3.0  3.7 99.00 99.00 99.00 999 9999.0   7.0 999.0 999.0 99.0 99.00
2024 04 21 17 00  77  2.8  3.8 99.00 99.00 99.00 999 9999.0   9.4 999.0 999.0 99.0 99.00
2024 04 21 18 00 304  2.7  3.0 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 21 19 00 328  4.8  5.6 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 21 20 00 336  7.4  8.7 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 21 21 00 341  7.8  8.9 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 21 22 00 345  8.3  9.2 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 21 23 00 349  8.9 10.3 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 04 22 00 00 352 10.0 11.8 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 22 01 00 356 12.2 13.8 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 04 22 02 00 352 11.9 13.3 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 22 03 00 357  9.3 10.4 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 22 04 00  14  3.8  4.9 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 04 22 05 00  10  2.6  3.3 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 04 22 06 00  40  1.5  1.9 99.00 99.00 99.00 999 9999.0   8.7 999.0 999.0 99.0 99.00
2024 04 22 07 00  65  1.9  2.0 99.00 99.00 99.00 999 9999.0   7.6 999.0 999.0 99.0 99.00
2024 04 22 08 00  59  1.2  1.5 99.00 99.00 99.00 999 9999.0   7.3 999.0 999.0 99.0 99.00
2024 04 22 09 00  73  2.0  2.2 99.00 99.00 99.00 999 9999.0   6.5 999.0 999.0 99.0 99.00
2024 04 22 10 00  74  2.4  3.0 99.00 99.00 99.00 999 9999.0   6.4 999.0 999.0 99.0 99.00
2024 04 22 11 00  78  2.6  2.8 99.00 99.00 99.00 999 9999.0   5.5 999.0 999.0 99.0 99.00
2024 04 22 12 00  55  1.8  2.1 99.00 99.00 99.00 999 9999.0   5.8 999.0 999.0 99.0 99.00
2024 04 22 13 00  65  2.4  2.6 99.00 99.00 99.00 999 9999.0   5.2 999.0 999.0 99.0 99.00
2024 04 22 14 00  88  2.7  2.9 99.00 99.00 99.00 999 9999.0   5.3 999.0 999.0 99.0 99.00
2024 04 22 15 00  73  2.2  2.6 99.00 99.00 99.00 999 9999.0   6.7 999.0 999.0 99.0 99.00
2024 04 22 16 00  59  3.5  5.0 99.00 99.00 99.00 999 9999.0   9.0 999.0 999.0 99.0 99.00
2024 04 22 17 00 330  3.9  4.4 99.00 99.00 99.00 999 9999.0   8.8 999.0 999.0 99.0 99.00
2024 04 22 18 00 347  5.9  6.6 99.00 99.00 99.00 999 9999.0   9.3 999.0 999.0 99.0 99.00
2024 04 22 19 00 349  7.3  8.3 99.00 99.00 99.00 999 9999.0   9.6 999.0 999.0 99.0 99.00
2024 04 22 20 00 344  9.5 10.6 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 22 21 00 349  9.7 10.8 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 22 22 00 347 11.3 12.6 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 04 22 23 00 348 11.8 13.5 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 04 23 00 00 348 12.8 14.4 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 04 23 01 00 348 14.0 15.9 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 23 02 00 353 12.8 14.6 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 23 03 00   0  9.7 11.3 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 23 04 00 358  6.6  7.6 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 23 05 00 342  5.1  5.7 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 23 06 00 358  1.9  2.1 99.00 99.00 99.00 999 9999.0   9.3 999.0 999.0 99.0 99.00
2024 04 23 07 00  65  1.9  2.0 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 04 23 08 00  62  1.4  1.8 99.00 99.00 99.00 999 9999.0   8.3 999.0 999.0 99.0 99.00
2024 04 23 09 00  31  0.9  1.1 99.00 99.00 99.00 999 9999.0   7.9 999.0 999.0 99.0 99.00
2024 04 23 10 00  70  1.6  2.0 99.00 99.00 99.00 999 9999.0   7.3 999.0 999.0 99.0 99.00
2024 04 23 11 00  69  1.5  1.6 99.00 99.00 99.00 999 9999.0   7.3 999.0 999.0 99.0 99.00
2024 04 23 12 00  50  1.9  2.1 99.00 99.00 99.00 999 9999.0   7.4 999.0 999.0 99.0 99.00
2024 04 23 13 00  66  1.6  1.9 99.00 99.00 99.00 999 9999.0   6.7 999.0 999.0 99.0 99.00
2024 04 23 14 00  52  2.0  2.1 99.00 99.00 99.00 999 9999.0   6.6 999.0 999.0 99.0 99.00
2024 04 23 15 00  53  1.2  1.4 99.00 99.00 99.00 999 9999.0   7.5 999.0 999.0 99.0 99.00
2024 04 23 16 00 322  0.9  1.1 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 04 23 17 00 273  1.6  2.0 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 04 23 18 00 300  2.6  2.9 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 23 19 00 317  4.2  4.9 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 04 23 20 00 324  5.5  6.4 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 23 21 00 340  7.3  8.3 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 23 22 00 341  7.8  8.8 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 23 23 00 340  8.3  9.4 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 24 00 00 349  5.8  6.5 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 24 01 00 346  5.0  6.2 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 24 02 00 334  4.6  5.7 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 24 03 00 339  6.4  7.3 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 24 04 00 341  6.0  7.1 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 04 24 05 00 349  4.8  5.6 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 04 24 06 00 349  3.9  4.4 99.00 99.00 99.00 999 9999.0   9.6 999.0 999.0 99.0 99.00
2024 04 24 07 00 346  3.4  3.8 99.00 99.00 99.00 999 9999.0   9.4 999.0 999.0 99.0 99.00
2024 04 24 08 00  12  1.8  2.1 99.00 99.00 99.00 999 9999.0   9.3 999.0 999.0 99.0 99.00
2024 04 24 09 00 124  1.0  1.3 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 04 24 10 00  75  0.6  0.7 99.00 99.00 99.00 999 9999.0   8.1 999.0 999.0 99.0 99.00
2024 04 24 11 00  83  0.8  1.1 99.00 99.00 99.00 999 9999.0   8.0 999.0 999.0 99.0 99.00
2024 04 24 12 00  55  1.0  1.2 99.00 99.00 99.00 999 9999.0   8.1 999.0 999.0 99.0 99.00
2024 04 24 13 00   0  0.0  0.0 99.00 99.00 99.00 999 9999.0   8.0 999.0 999.0 99.0 99.00
2024 04 24 14 00   0  0.0  0.0 99.00 99.00 99.00 999 9999.0   8.3 999.0 999.0 99.0 99.00
2024 04 24 15 00   0  0.0  0.2 99.00 99.00 99.00 999 9999.0   8.9 999.0 999.0 99.0 99.00
2024 04 24 16 00 179  1.2  1.4 99.00 99.00 99.00 999 9999.0   9.4 999.0 999.0 99.0 99.00
2024 04 24 17 00 199  3.5  4.4 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 24 18 00 190  4.5  5.2 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 24 19 00 201  5.0  5.5 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 24 20 00 199  3.8  4.5 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2024 04 24 21 00 206  4.0  4.8 99.00 99.00 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2024 04 24 22 00 203  4.1  5.3 99.00 99.00 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2024 04 24 23 00 199  4.6  5.6 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 04 25 00 00 197  3.9  4.7 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 04 25 01 00 192  3.9  4.5 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 04 25 02 00 190  4.8  5.9 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 04 25 03 00 186  4.3  4.9 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 04 25 04 00 186  3.1  3.9 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 04 25 05 00 188  4.8  5.6 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 04 25 06 00 187  4.8  5.6 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 04 25 07 00 189  6.1  7.1 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 04 25 08 00 187  7.0  8.0 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 04 25 09 00 186  7.9  8.8 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 04 25 10 00 186  7.3  9.4 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 04 25 11 00 188  7.9  9.3 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 25 12 00 189 10.0 11.3 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 25 13 00 192  9.7 11.5 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 25 14 00 187 10.1 12.5 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 25 15 00 224  8.1  9.5 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 04 25 16 00 201  8.6  9.8 99.00 99.00 99.00 999 9999.0   9.3 999.0 999.0 99.0 99.00
2024 04 25 17 00 173  7.2  8.6 99.00 99.00 99.00 999 9999.0   8.8 999.0 999.0 99.0 99.00
2024 04 25 18 00 183  9.1 11.1 99.00 99.00 99.00 999 9999.0   9.2 999.0 999.0 99.0 99.00
2024 04 25 19 00 187 13.1 15.7 99.00 99.00 99.00 999 9999.0   9.6 999.0 999.0 99.0 99.00
2024 04 25 20 00 189 14.8 17.1 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2024 04 25 21 00 188 15.6 17.6 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 04 25 22 00 194 14.6 16.6 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 04 25 23 00 200  9.2 10.9 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 26 00 00 217 10.0 11.5 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 26 01 00 210  8.4  9.6 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 26 02 00 199  8.3  9.7 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 26 03 00 196  6.4  7.4 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 26 04 00 205  6.6  8.0 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 26 05 00 209  7.1  8.2 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 26 06 00 230  6.6  7.7 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 26 07 00 229  6.3  7.2 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 04 26 08 00 220  2.8  3.3 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 26 09 00 214  4.5  5.8 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 04 26 10 00 229  5.0  5.9 99.00 99.00 99.00 999 9999.0   9.6 999.0 999.0 99.0 99.00
2024 04 26 11 00 220  5.3  6.0 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 04 26 12 00 224  8.2  9.8 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 04 26 13 00 202  6.0  6.8 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 04 26 14 00 194  6.8  8.0 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 04 26 15 00 186  4.8  6.1 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 26 16 00 243  5.1  6.5 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 26 17 00 238  4.5  5.1 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 04 26 18 00 220  4.7  5.8 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 04 26 19 00 292  4.7  6.1 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 04 26 20 00 265  6.9  8.2 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 26 21 00 263  5.4  6.3 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 04 26 22 00 300  6.5  8.0 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 26 23 00 306  7.4  8.9 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 04 27 00 00 318  5.9  6.9 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 04 27 01 00 299  6.8  7.7 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 04 27 02 00 288  6.2  8.0 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 04 27 03 00 297  5.1  6.2 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 04 27 04 00 290  5.1  6.1 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 04 27 05 00 282  4.1  5.1 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 04 27 06 00 263  7.2  8.6 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 04 27 07 00 133  1.0  1.3 99.00 99.00 99.00 999 9999.0   8.6 999.0 999.0 99.0 99.00
2024 04 27 08 00  79  1.0  1.1 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 04 27 09 00 163  2.2  2.4 99.00 99.00 99.00 999 9999.0   8.2 999.0 999.0 99.0 99.00
2024 04 27 10 00 245  3.1  3.9 99.00 99.00 99.00 999 9999.0   8.8 999.0 999.0 99.0 99.00
2024 04 27 11 00 171  3.2  3.7 99.00 99.00 99.00 999 9999.0   8.9 999.0 999.0 99.0 99.00
2024 04 27 12 00 155  3.2  3.7 99.00 99.00 99.00 999 9999.0   8.1 999.0 999.0 99.0 99.00
2024 04 27 13 00 156  3.6  4.4 99.00 99.00 99.00 999 9999.0   8.3 999.0 999.0 99.0 99.00
2024 04 27 14 00 163  3.8  4.9 99.00 99.00 99.00 999 9999.0   8.6 999.0 999.0 99.0 99.00
2024 04 27 15 00 173  4.8  6.4 99.00 99.00 99.00 999 9999.0   9.1 999.0 999.0 99.0 99.00
2024 04 27 16 00 168  5.7  6.5 99.00 99.00 99.00 999 9999.0   9.4 999.0 999.0 99.0 99.00
2024 04 27 17 00 171  6.3  8.9 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 04 27 18 00 173  6.8  7.9 99.00 99.00 99.00 999 9999.0   9.7 999.0 999.0 99.0 99.00
2024 04 27 19 00 186 10.0 11.3 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2024 04 27 20 00 198 11.1 12.7 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2024 04 27 21 00 194 12.2 14.0 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 27 22 00 193 10.8 12.7 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 04 27 23 00 196 11.1 13.5 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 28 00 00 188 10.7 13.1 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 04 28 01 00 192 10.3 12.1 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 28 02 00 190  8.9 10.6 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 04 28 03 00 218  4.1  5.0 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 04 28 04 00 215  4.6  5.1 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 04 28 05 00 279  4.0  4.6 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 04 28 06 00 244  2.8  3.3 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 04 28 07 00 134  1.2  1.6 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 04 28 08 00 169  2.3  2.7 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 04 28 09 00 199  5.6  6.5 99.00 99.00 99.00 999 9999.0   9.6 999.0 999.0 99.0 99.00
2024 04 28 10 00 218  3.9  4.4 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 04 28 11 00 225  4.5  5.2 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 04 28 12 00 212  3.6  4.9 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
